Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000283058.2	0	0	0	0	0	0	0	0
ENSG00000283061.1	0	0	0	0	0	0	0	0
ENSG00000283063.1	0	9	4	3	3	2	5	9
ENSG00000283064.1	47	18	7	4	3	9	7	6
ENSG00000283065.1	0	0	0	0	0	0	0	0
ENSG00000283069.1	0	0	0	2	0	0	0	0
ENSG00000283071.1	0	1	0	0	5	4	2	2
ENSG00000283072.4	0	0	0	0	3	6	0	0
ENSG00000283075.1	4	0	0	0	0	1	0	0
ENSG00000283076.1	0	0	0	0	0	0	0	0
ENSG00000283078.2	20	72	27	5	19	54	7	16
ENSG00000283083.3	1	5	2	1	1	2	0	1
ENSG00000283084.1	0	0	0	0	0	0	0	0
ENSG00000283093.1	0	0	0	0	0	0	0	0
ENSG00000283095.1	7	0	0	0	0	0	0	0
ENSG00000283096.1	0	0	0	0	0	0	0	0
ENSG00000283097.1	0	1	0	0	3	1	0	0
ENSG00000283098.3	15	511	168	483	113	210	40	221
ENSG00000283101.1	0	0	0	0	0	0	0	0
ENSG00000283103.6	115	114	135	128	117	171	58	161
ENSG00000283108.3	0	11	1	3	2	10	5	13
ENSG00000283110.1	0	0	0	0	0	0	0	0
ENSG00000283117.2	0	0	0	0	0	2	0	0
ENSG00000283118.1	0	1	0	1	0	1	0	1
ENSG00000283122.1	9	4	2	1	11	1	7	31
ENSG00000283123.1	0	0	0	0	0	0	0	0
ENSG00000283125.1	1	4	0	1	0	3	0	0
ENSG00000283126.1	0	0	0	0	0	0	0	0
ENSG00000283128.3	4	4	3	14	3	9	7	6
ENSG00000283130.1	0	0	0	0	0	0	0	0
ENSG00000283131.1	0	0	0	0	0	0	0	0
ENSG00000283132.1	0	0	0	0	0	0	0	0
ENSG00000283133.1	0	0	0	0	0	0	0	0
ENSG00000283136.1	0	0	0	0	0	0	0	0
ENSG00000283138.1	10	0	0	1	4	3	0	3
ENSG00000283141.2	4	6	3	5	8	10	4	11
ENSG00000283142.2	0	0	0	0	0	0	0	0
ENSG00000283145.1	0	0	0	0	0	0	0	0
ENSG00000283146.1	0	0	0	0	0	0	0	0
ENSG00000283148.2	2	1	1	0	3	1	0	0
ENSG00000283149.1	0	0	0	0	0	0	0	0
ENSG00000283152.1	0	0	0	0	0	0	0	0
ENSG00000283154.4	0	0	0	0	0	0	0	0
ENSG00000283155.1	0	0	0	0	0	0	0	0
ENSG00000283156.2	0	0	0	0	0	1	0	1
ENSG00000283157.2	0	0	0	0	0	0	0	0
ENSG00000283159.1	0	0	0	0	0	0	0	0
ENSG00000283160.1	0	0	0	0	0	0	1	0
ENSG00000283162.3	0	0	0	0	0	0	0	0
ENSG00000283165.1	0	0	0	0	0	0	0	0
ENSG00000283166.1	0	0	0	0	0	0	0	0
ENSG00000283167.2	0	11	5	13	0	0	0	0
ENSG00000283170.1	0	0	0	0	0	0	0	0
ENSG00000283172.1	0	0	0	0	0	0	0	0
ENSG00000283174.1	0	0	0	0	0	0	0	0
ENSG00000283175.2	0	3	0	0	8	37	4	14
ENSG00000283176.1	0	0	0	0	0	7	0	8
ENSG00000283178.1	0	0	0	0	0	0	0	0
ENSG00000283180.1	0	0	3	0	0	0	1	0
ENSG00000283183.5	16	0	0	0	0	0	0	0
ENSG00000283188.1	0	0	0	0	0	0	0	0
ENSG00000283189.2	0	1	0	0	0	0	0	0
ENSG00000283193.1	0	0	0	0	0	0	0	0
ENSG00000283195.1	0	0	0	0	0	0	0	0
ENSG00000283196.3	0	0	0	0	0	0	0	0
ENSG00000283197.1	0	0	0	0	0	3	0	0
ENSG00000283199.3	12	33	12	33	258	135	279	187
ENSG00000283200.1	0	0	0	0	0	0	0	0
ENSG00000283201.1	0	1	0	0	0	0	0	0
ENSG00000283202.1	0	1	0	0	0	0	0	0
ENSG00000283203.1	0	0	0	0	0	1	0	0
ENSG00000283204.1	0	0	0	0	0	0	0	1
ENSG00000283205.1	0	0	0	0	0	0	0	0
ENSG00000283206.1	0	0	0	0	0	0	0	0
ENSG00000283207.1	0	0	0	0	0	0	0	0
ENSG00000283208.2	2	10	0	12	7	11	6	10
ENSG00000283209.1	0	4	3	2	0	11	0	3
ENSG00000283210.1	0	0	0	0	0	0	0	0
ENSG00000283211.1	0	0	0	0	0	0	0	0
ENSG00000283212.1	0	0	0	0	0	0	0	0
ENSG00000283213.2	0	10	2	2	44	96	41	49
ENSG00000283214.1	0	0	0	0	0	0	0	0
ENSG00000283215.3	0	0	0	0	0	0	0	0
ENSG00000283217.2	0	0	0	0	0	0	0	0
ENSG00000283218.1	0	0	0	0	0	0	0	0
ENSG00000283219.1	0	0	0	0	0	0	0	0
ENSG00000283221.1	0	0	0	0	0	0	0	0
ENSG00000283222.1	0	0	0	0	0	0	0	0
ENSG00000283225.1	0	0	0	0	0	0	0	0
ENSG00000283227.2	0	47	0	0	0	0	0	0
ENSG00000283228.1	0	0	0	0	0	0	0	0
ENSG00000283230.1	0	0	0	0	0	0	0	0
ENSG00000283232.1	0	0	0	0	0	0	0	1
ENSG00000283234.2	0	0	0	0	0	0	0	0
ENSG00000283235.3	6	42	9	22	3	4	5	6
ENSG00000283236.1	19	39	27	53	28	59	5	39
ENSG00000283237.1	0	0	0	0	0	0	0	0
ENSG00000283238.1	0	0	0	0	0	0	0	0
ENSG00000283239.1	0	0	0	0	0	0	0	0
ENSG00000283240.2	4	6	1	0	0	2	0	0
ENSG00000283242.1	0	0	0	0	0	0	0	0
ENSG00000283246.1	0	0	0	0	0	0	0	0
ENSG00000283247.2	0	0	0	0	0	0	0	0
ENSG00000283249.1	0	0	0	0	0	0	0	0
ENSG00000283251.2	0	0	0	0	0	0	0	0
ENSG00000283256.1	0	0	0	0	0	0	0	0
ENSG00000283257.1	0	0	0	0	0	0	0	0
ENSG00000283258.3	0	0	1	0	2	0	0	0
ENSG00000283259.1	0	0	2	0	0	0	2	3
ENSG00000283262.1	0	0	0	0	0	0	0	0
ENSG00000283265.1	3	5	0	0	0	0	0	0
ENSG00000283267.2	2	13	0	1	8	18	6	23
ENSG00000283268.2	1	3	1	4	0	1	1	2
ENSG00000283269.2	0	0	0	0	1	0	0	0
ENSG00000283270.2	0	0	0	8	0	3	1	0
ENSG00000283271.1	1	0	0	0	0	0	0	0
ENSG00000283273.1	0	1	0	0	4	0	0	0
ENSG00000283274.1	0	0	0	0	0	0	0	0
ENSG00000283275.1	0	0	0	0	0	0	0	0
ENSG00000283278.1	0	0	0	0	0	0	0	0
ENSG00000283279.1	0	0	0	0	0	0	0	0
ENSG00000283281.1	0	0	0	0	0	0	0	0
ENSG00000283283.2	2	13	27	48	0	4	1	1
ENSG00000283285.1	0	0	0	0	0	0	0	1
ENSG00000283286.3	0	0	0	0	1	0	2	1
ENSG00000283288.2	0	3	3	5	5	5	3	14
ENSG00000283289.1	0	0	0	0	0	0	0	0
ENSG00000283290.1	0	1	0	0	0	1	0	0
ENSG00000283291.1	0	0	0	0	0	0	0	0
ENSG00000283293.1	0	0	0	0	0	0	0	0
ENSG00000283296.1	0	0	0	0	0	0	3	2
ENSG00000283297.2	29	30	5	23	11	53	4	15
ENSG00000283298.1	0	0	0	0	0	0	0	0
ENSG00000283300.1	0	0	0	0	0	0	0	0
ENSG00000283301.1	0	0	0	0	0	0	0	0
ENSG00000283303.1	0	0	0	0	1	0	0	0
ENSG00000283304.2	0	0	0	0	1	0	1	1
ENSG00000283307.1	0	0	1	1	15	46	1	4
ENSG00000283311.1	0	0	0	0	0	0	0	0
ENSG00000283312.1	6	27	4	11	1	10	10	5
ENSG00000283313.1	0	0	0	0	0	0	0	0
ENSG00000283314.2	2	0	0	2	0	0	0	0
ENSG00000283317.1	55	17	16	21	18	50	13	33
ENSG00000283320.1	0	0	0	0	0	0	0	0
ENSG00000283321.1	0	0	0	0	0	0	0	0
ENSG00000283324.1	0	0	0	0	0	1	1	0
ENSG00000283326.1	0	0	0	0	0	0	0	0
ENSG00000283327.1	0	0	0	0	0	0	0	0
ENSG00000283329.2	0	0	0	0	0	0	0	0
ENSG00000283330.1	0	0	0	0	0	0	0	0
ENSG00000283333.1	0	0	0	0	0	0	0	0
ENSG00000283334.1	0	0	0	0	0	0	0	0
ENSG00000283335.1	0	0	0	0	0	0	0	0
ENSG00000283337.1	0	2	0	6	0	2	0	3
ENSG00000283338.1	0	0	1	0	0	0	1	0
ENSG00000283339.1	0	0	0	0	0	0	0	0
ENSG00000283340.1	0	0	0	0	0	0	0	0
ENSG00000283341.5	0	0	0	0	0	0	0	0
ENSG00000283342.1	0	0	1	0	0	0	0	0
ENSG00000283343.1	0	0	0	0	0	0	0	0
ENSG00000283345.1	0	0	0	0	0	0	0	0
ENSG00000283346.1	0	0	0	0	0	0	0	0
ENSG00000283347.1	1	0	0	0	0	2	0	0
ENSG00000283349.4	0	0	0	0	0	0	0	0
ENSG00000283351.1	0	0	0	0	0	0	0	0
ENSG00000283354.1	0	0	0	0	0	0	0	0
ENSG00000283355.1	2	3	0	1	0	1	4	0
ENSG00000283356.1	0	0	0	0	0	0	0	0
ENSG00000283359.1	0	0	0	0	0	0	0	0
ENSG00000283360.1	11	5	1	10	3	12	4	7
ENSG00000283361.3	3	2	0	0	0	7	54	18
ENSG00000283364.1	0	0	0	0	0	0	0	0
ENSG00000283365.1	0	0	0	0	0	0	0	0
ENSG00000283366.2	0	0	0	0	0	0	0	0
ENSG00000283367.1	0	0	0	0	0	0	0	0
ENSG00000283369.1	0	0	0	0	0	0	0	0
ENSG00000283371.1	0	1	0	0	0	0	0	0
ENSG00000283372.1	0	0	0	0	0	0	0	0
ENSG00000283375.1	0	0	0	0	0	0	0	0
ENSG00000283376.1	0	0	0	0	0	0	0	0
ENSG00000283377.1	0	0	0	0	0	0	0	0
ENSG00000283378.1	3	5	3	0	38	5	6	7
ENSG00000283379.1	0	0	0	0	0	0	0	0
ENSG00000283380.2	0	4	3	0	1	3	5	2
ENSG00000283381.1	0	0	0	0	0	0	0	0
ENSG00000283383.2	1	2	1	0	40	35	14	7
ENSG00000283384.1	0	0	0	0	0	0	0	3
ENSG00000283385.1	0	0	0	0	0	0	0	0
ENSG00000283386.1	0	0	0	0	0	0	0	0
ENSG00000283389.1	0	0	0	0	0	0	0	0
ENSG00000283390.1	1	3	0	1	4	6	1	5
ENSG00000283392.1	0	0	0	0	0	1	0	0
ENSG00000283393.1	0	0	0	0	0	0	0	0
ENSG00000283394.1	0	0	0	0	0	0	0	0
ENSG00000283399.1	0	12	5	5	10	8	0	3
ENSG00000283400.1	0	1	10	0	2	0	0	0
ENSG00000283402.1	0	0	0	0	0	0	0	0
ENSG00000283405.3	0	0	0	0	0	0	0	0
ENSG00000283408.3	0	0	0	0	3	1	0	0
ENSG00000283409.1	3	1	0	0	2	3	0	3
ENSG00000283411.1	0	0	0	0	0	0	0	0
ENSG00000283412.1	0	0	0	0	0	0	0	0
ENSG00000283413.2	0	20	13	0	10	4	3	5
ENSG00000283414.1	0	0	0	0	0	0	0	0
ENSG00000283415.3	1	0	0	2	1	2	0	1
ENSG00000283416.1	0	0	0	0	0	0	0	0
ENSG00000283417.1	0	0	0	0	0	0	0	0
ENSG00000283418.1	2	2	1	4	2	0	1	2
ENSG00000283419.1	0	0	0	0	0	0	0	0
ENSG00000283420.1	0	0	0	0	0	0	0	0
ENSG00000283421.1	0	0	0	0	0	1	0	0
ENSG00000283422.2	4	2	0	0	11	15	5	4
ENSG00000283423.2	9	13	0	1	1	0	1	1
ENSG00000283426.1	0	0	0	0	0	0	0	0
ENSG00000283427.1	1	0	0	0	1	0	0	0
ENSG00000283428.1	1	0	0	0	0	0	1	2
ENSG00000283429.1	0	8	0	3	3	43	28	9
ENSG00000283431.1	0	0	0	0	0	0	0	0
ENSG00000283432.1	0	0	0	0	0	0	0	0
ENSG00000283433.1	0	0	0	1	0	0	0	0
ENSG00000283434.2	0	0	1	0	0	0	0	0
ENSG00000283435.1	0	0	0	0	0	0	0	0
ENSG00000283436.2	0	0	0	0	0	0	0	0
ENSG00000283438.1	0	0	0	1	0	3	6	0
ENSG00000283439.4	0	0	0	0	0	2	0	1
ENSG00000283441.1	0	0	0	0	0	0	0	0
ENSG00000283442.1	0	1	0	0	0	0	0	4
ENSG00000283443.3	0	0	0	1	0	0	0	0
ENSG00000283444.1	2	0	0	0	0	1	1	0
ENSG00000283445.2	10	29	30	12	43	144	9	49
ENSG00000283446.1	0	0	0	0	0	0	0	0
ENSG00000283450.1	0	0	0	0	0	0	0	0
ENSG00000283451.1	0	0	0	0	0	0	0	0
ENSG00000283452.1	0	0	0	0	0	0	0	0
ENSG00000283453.3	0	0	0	9	0	0	0	0
ENSG00000283455.1	0	0	0	0	2	0	0	0
ENSG00000283456.1	0	0	0	0	0	0	0	0
ENSG00000283457.3	0	0	0	0	0	0	0	0
ENSG00000283458.4	0	1	0	1	0	0	0	0
ENSG00000283459.2	0	0	0	0	0	0	0	0
ENSG00000283461.1	0	0	0	0	0	0	0	0
ENSG00000283462.4	0	0	0	0	0	0	0	2
ENSG00000283463.2	1	2	0	2	0	0	2	10
ENSG00000283464.1	0	0	0	0	0	0	0	0
ENSG00000283468.1	0	0	0	0	0	0	0	0
ENSG00000283469.1	0	0	0	0	0	0	0	0
ENSG00000283471.1	0	0	0	0	0	0	0	0
ENSG00000283473.5	0	0	0	0	1	0	0	0
ENSG00000283474.1	0	0	0	0	0	0	0	0
ENSG00000283475.1	0	1	0	0	0	0	0	1
ENSG00000283476.1	0	0	0	0	0	0	0	0
ENSG00000283477.1	0	0	0	0	0	0	0	0
ENSG00000283479.1	0	0	0	0	0	0	0	0
ENSG00000283481.1	0	0	0	0	0	0	0	0
ENSG00000283483.1	0	0	0	0	0	0	0	0
ENSG00000283484.1	0	0	0	0	0	0	0	0
ENSG00000283487.1	0	0	0	0	0	0	0	0
ENSG00000283489.1	0	0	0	0	0	0	0	0
ENSG00000283490.1	0	0	0	0	0	0	0	0
ENSG00000283491.1	0	0	0	0	0	0	0	0
ENSG00000283492.1	0	0	0	0	0	0	0	0
ENSG00000283493.1	0	0	0	0	0	0	0	0
ENSG00000283496.1	0	0	0	0	0	0	0	0
ENSG00000283497.1	0	0	0	0	0	0	0	0
ENSG00000283498.1	5	109	28	50	173	236	121	161
ENSG00000283499.1	0	0	0	0	0	0	0	0
ENSG00000283502.1	0	0	0	0	0	0	0	0
ENSG00000283503.5	0	0	2	2	6	0	5	0
ENSG00000283505.1	0	0	0	0	0	0	0	0
ENSG00000283506.1	0	0	0	0	0	0	0	0
ENSG00000283507.1	0	0	0	0	0	0	0	0
ENSG00000283509.1	0	2	0	0	0	1	0	0
ENSG00000283511.2	0	0	0	0	0	0	0	0
ENSG00000283513.1	0	0	0	0	0	0	0	0
ENSG00000283514.1	0	0	0	1	0	0	0	0
ENSG00000283515.1	0	0	0	1	0	0	0	1
ENSG00000283516.3	0	0	1	0	2	0	0	0
ENSG00000283518.2	0	1	0	0	1	0	0	0
ENSG00000283519.1	0	0	0	0	0	0	0	0
ENSG00000283522.1	0	0	0	0	0	0	0	0
ENSG00000283523.1	0	0	0	0	0	0	0	0
ENSG00000283524.2	0	0	0	0	0	0	0	0
ENSG00000283525.2	0	4	1	1	0	2	0	0
ENSG00000283526.2	0	292	6	34	225	382	519	392
ENSG00000283527.1	0	0	0	0	0	1	0	0
ENSG00000283528.2	2	5	3	8	13	2	0	2
ENSG00000283529.2	0	0	0	2	0	1	1	0
ENSG00000283532.1	0	0	0	0	0	0	0	0
ENSG00000283534.1	0	0	0	0	0	0	0	0
ENSG00000283535.1	0	0	0	0	0	0	0	0
ENSG00000283536.3	0	0	0	0	0	0	1	0
ENSG00000283537.3	0	0	0	0	0	0	0	0
ENSG00000283538.4	6	4	28	7	4	2	12	14
ENSG00000283540.1	0	0	0	0	0	0	0	0
ENSG00000283541.1	0	0	0	0	4	0	1	0
ENSG00000283542.1	0	0	0	0	0	0	0	0
ENSG00000283544.1	0	0	0	66	0	0	0	0
ENSG00000283545.1	0	0	0	0	0	0	0	0
ENSG00000283546.1	0	0	0	0	0	0	0	0
ENSG00000283547.1	0	0	0	0	0	0	0	0
ENSG00000283549.1	1	2	0	0	1	0	1	0
ENSG00000283550.1	0	0	0	0	0	0	0	0
ENSG00000283551.1	0	0	0	0	0	0	0	0
ENSG00000283554.2	14	2	0	9	0	0	0	1
ENSG00000283555.1	0	0	0	0	0	0	0	0
ENSG00000283556.1	0	0	0	0	0	0	0	0
ENSG00000283558.1	0	0	0	0	0	0	0	0
ENSG00000283559.3	0	0	0	0	0	0	0	0
ENSG00000283561.1	0	0	0	0	0	0	0	0
ENSG00000283562.1	0	0	0	0	0	0	0	0
ENSG00000283563.1	0	0	4	3	8	4	4	5
ENSG00000283564.1	0	0	0	0	0	0	0	0
ENSG00000283566.2	2	0	0	0	0	0	0	0
ENSG00000283567.2	0	0	3	2	0	0	0	0
ENSG00000283568.1	0	0	0	0	0	0	0	0
ENSG00000283569.1	0	0	0	0	0	0	0	0
ENSG00000283571.1	0	0	0	0	0	0	0	0
ENSG00000283572.1	0	0	1	0	4	0	1	0
ENSG00000283573.2	0	1	0	0	0	3	3	0
ENSG00000283575.1	0	0	0	0	0	0	0	0
ENSG00000283576.1	0	0	0	0	0	0	0	0
ENSG00000283578.1	0	0	1	0	0	0	0	0
ENSG00000283579.1	0	0	0	0	0	0	0	0
ENSG00000283580.4	0	0	0	0	0	0	0	0
ENSG00000283582.1	0	0	0	0	2	0	8	0
ENSG00000283583.1	0	1	0	2	0	0	0	0
ENSG00000283584.1	0	0	0	0	0	0	0	0
ENSG00000283586.1	3	0	0	0	0	0	0	0
ENSG00000283587.1	0	0	0	0	0	0	0	0
ENSG00000283588.1	0	0	0	0	0	0	0	0
ENSG00000283591.1	0	1	0	0	0	0	0	0
ENSG00000283592.1	0	0	0	0	0	0	0	0
ENSG00000283594.1	0	0	0	0	0	0	0	0
ENSG00000283597.4	0	0	0	0	0	0	0	0
ENSG00000283598.1	0	0	0	0	0	0	0	0
ENSG00000283599.3	3	0	0	1	0	1	0	1
ENSG00000283601.1	0	0	0	0	0	0	0	0
ENSG00000283602.2	0	1	0	0	2	0	0	2
ENSG00000283603.1	0	0	0	0	0	0	0	0
ENSG00000283604.1	0	0	0	0	0	0	0	0
ENSG00000283605.1	0	0	0	0	0	0	0	0
ENSG00000283607.2	0	0	0	0	0	0	0	0
ENSG00000283608.1	0	0	0	0	0	0	0	0
ENSG00000283609.1	0	0	0	0	0	0	0	0
ENSG00000283611.2	1	3	0	0	0	4	4	1
ENSG00000283612.1	0	0	0	0	0	0	0	0
ENSG00000283613.1	0	0	0	0	0	0	0	0
ENSG00000283614.1	0	0	0	0	0	0	0	0
ENSG00000283615.1	0	0	0	0	0	0	0	0
ENSG00000283616.1	0	0	0	0	0	0	0	0
ENSG00000283618.1	0	1	0	0	0	0	0	0
ENSG00000283621.1	0	0	0	0	0	0	0	0
ENSG00000283622.1	0	0	0	0	1	0	0	0
ENSG00000283625.1	0	0	0	0	0	0	0	0
ENSG00000283626.1	0	0	0	0	0	0	0	0
ENSG00000283627.2	4	0	6	0	0	0	2	0
ENSG00000283629.1	1	0	0	0	1	0	0	0
ENSG00000283631.1	0	0	318	32	0	0	0	1
ENSG00000283632.4	400	169	82	115	1019	1720	106	444
ENSG00000283634.1	0	0	0	0	0	0	0	0
ENSG00000283635.1	12	17	2	2	0	9	4	1
ENSG00000283636.1	3	0	0	1	0	1	1	0
ENSG00000283637.1	0	0	0	0	0	0	0	0
ENSG00000283638.4	0	0	0	0	0	0	0	0
ENSG00000283639.1	0	0	0	0	0	0	0	0
ENSG00000283644.1	0	0	2	0	0	0	0	0
ENSG00000283645.1	0	0	0	0	0	0	0	0
ENSG00000283646.2	1556	1386	41	6	31	167	5	37
ENSG00000283647.1	0	6	0	0	1	0	0	0
ENSG00000283653.1	0	0	0	0	0	1	0	0
ENSG00000283654.3	0	1	3	0	1	4	0	0
ENSG00000283656.1	0	7	1	0	0	0	2	1
ENSG00000283657.1	0	0	0	0	0	0	0	0
ENSG00000283659.1	0	0	0	0	0	0	0	0
ENSG00000283662.1	0	2	0	0	0	0	2	0
ENSG00000283663.1	1	0	0	1	0	0	0	0
ENSG00000283664.1	0	0	0	0	0	0	0	0
ENSG00000283665.1	0	0	0	0	0	0	0	0
ENSG00000283666.1	0	0	0	0	0	0	0	0
ENSG00000283667.1	1	17	18	8	6	16	3	16
ENSG00000283669.1	0	1	0	0	0	0	0	0
ENSG00000283672.1	0	3	0	0	0	0	1	0
ENSG00000283673.1	0	0	0	0	0	0	0	2
ENSG00000283674.5	28	244	13	83	222	231	157	487
ENSG00000283675.1	0	0	0	0	0	0	0	0
ENSG00000283676.1	0	0	0	0	0	0	0	0
ENSG00000283677.1	0	0	0	0	0	0	0	0
ENSG00000283678.1	0	0	0	0	0	0	0	0
ENSG00000283679.1	0	0	0	0	0	0	0	0
ENSG00000283680.2	0	0	0	0	0	0	0	0
ENSG00000283682.1	1	0	0	0	0	0	0	0
ENSG00000283683.2	2	1	0	0	2	0	0	1
ENSG00000283684.2	0	4	0	0	0	0	0	0
ENSG00000283685.1	0	0	0	0	0	0	0	0
ENSG00000283686.2	0	0	0	0	0	0	0	0
ENSG00000283688.1	0	0	0	0	0	0	0	0
ENSG00000283690.1	0	0	0	0	0	0	0	0
ENSG00000283691.1	0	0	0	1	0	0	0	0
ENSG00000283692.3	0	0	0	0	0	0	0	0
ENSG00000283694.1	0	0	0	0	0	0	0	0
ENSG00000283695.1	0	0	0	0	0	1	0	1
ENSG00000283696.2	134	41	65	50	64	70	51	56
ENSG00000283697.3	0	0	0	1	0	0	0	0
ENSG00000283698.2	0	0	0	0	0	0	0	0
ENSG00000283699.1	1	1	6	0	0	0	0	1
ENSG00000283701.1	0	0	0	0	0	0	0	0
ENSG00000283703.3	0	18	0	1	5	12	5	2
ENSG00000283704.1	0	0	0	0	0	0	0	0
ENSG00000283705.1	0	0	0	0	0	0	0	0
ENSG00000283706.2	0	0	0	0	0	0	0	0
ENSG00000283709.2	0	0	0	0	0	0	0	0
ENSG00000283710.1	0	0	0	0	0	0	0	0
ENSG00000283712.1	0	0	0	0	0	0	0	0
ENSG00000283717.1	0	0	0	0	0	0	0	0
ENSG00000283721.1	0	0	0	0	0	0	0	0
ENSG00000283724.1	0	0	0	0	0	0	0	0
ENSG00000283726.1	0	0	0	0	0	0	0	0
ENSG00000283728.1	0	0	0	0	0	0	0	0
ENSG00000283733.1	0	0	0	0	0	0	0	0
ENSG00000283734.1	0	0	0	0	0	0	0	0
ENSG00000283736.1	0	0	0	0	0	0	0	0
ENSG00000283737.1	0	0	0	0	0	1	0	0
ENSG00000283740.2	0	0	0	0	0	0	0	0
ENSG00000283743.2	0	0	0	0	2	0	0	0
ENSG00000283744.1	0	0	0	0	0	0	0	0
ENSG00000283745.1	0	0	0	0	0	0	0	0
ENSG00000283749.1	0	0	0	0	0	0	0	0
ENSG00000283751.1	0	0	0	0	0	0	0	0
ENSG00000283752.1	0	0	0	0	0	0	0	0
ENSG00000283755.2	1	0	0	0	0	4	0	1
ENSG00000283757.2	0	0	0	0	0	1	0	2
ENSG00000283758.2	0	0	0	0	0	0	0	0
ENSG00000283759.1	0	0	0	0	0	0	0	0
ENSG00000283761.1	3	18	5	10	11	10	8	13
ENSG00000283762.1	0	0	0	0	0	0	0	0
ENSG00000283764.1	0	0	0	0	0	0	0	0
ENSG00000283765.1	0	1	0	0	0	2	0	0
ENSG00000283766.1	0	71	20	12	0	1	0	0
ENSG00000283768.1	0	0	0	0	0	0	0	0
ENSG00000283769.1	0	0	0	0	0	0	3	8
ENSG00000283770.1	0	0	0	0	0	0	0	0
ENSG00000283772.1	0	0	0	0	0	0	0	0
ENSG00000283773.1	0	0	0	0	0	0	0	0
ENSG00000283774.1	0	0	0	0	0	0	0	0
ENSG00000283775.1	0	0	0	0	0	0	0	0
ENSG00000283776.1	0	0	0	0	0	0	0	0
ENSG00000283782.2	0	0	0	1	0	0	1	0
ENSG00000283783.1	0	0	0	0	0	0	0	0
ENSG00000283785.1	0	0	0	0	0	0	0	0
ENSG00000283787.2	44	237	23	151	138	218	74	315
ENSG00000283788.1	0	0	0	0	0	0	0	0
ENSG00000283789.1	0	0	0	0	0	0	0	0
ENSG00000283791.1	0	0	0	0	0	0	0	0
ENSG00000283792.1	0	0	0	0	0	0	0	0
ENSG00000283793.1	0	0	0	0	0	0	0	0
ENSG00000283795.1	0	0	0	0	0	0	0	0
ENSG00000283796.1	0	0	0	0	0	0	0	0
ENSG00000283797.1	0	0	0	0	0	0	0	0
ENSG00000283798.1	0	0	0	0	0	0	0	0
ENSG00000283799.1	0	0	0	0	0	0	0	0
ENSG00000283801.1	0	0	0	0	0	0	0	0
ENSG00000283803.1	0	0	0	0	0	0	0	0
ENSG00000283805.1	0	0	0	0	0	0	0	0
ENSG00000283809.1	0	1	0	0	0	0	0	0
ENSG00000283813.1	4	2	1	0	0	0	0	0
ENSG00000283815.1	0	0	0	0	0	0	0	0
ENSG00000283818.1	0	0	0	0	0	0	0	0
ENSG00000283819.1	0	0	0	0	0	0	0	0
ENSG00000283821.1	0	0	0	0	0	0	0	0
ENSG00000283822.1	0	0	0	0	0	0	0	0
ENSG00000283824.1	0	0	0	0	0	0	0	0
ENSG00000283828.1	10	100	15	6	1	3	5	5
ENSG00000283829.1	0	0	0	0	0	0	0	0
ENSG00000283836.1	0	0	0	0	0	0	0	0
ENSG00000283839.4	6	57	0	54	46	57	25	39
ENSG00000283840.1	0	0	0	0	0	0	0	0
ENSG00000283842.1	0	0	0	0	0	0	0	0
ENSG00000283844.1	0	0	0	0	0	0	0	0
ENSG00000283845.1	0	0	0	0	0	0	0	0
ENSG00000283848.1	0	0	0	0	0	0	0	0
ENSG00000283849.1	7	1	2	0	33	9	22	36
ENSG00000283853.1	0	0	0	0	0	0	0	0
ENSG00000283856.1	0	0	0	0	0	0	0	0
ENSG00000283857.1	0	0	0	0	0	0	0	0
ENSG00000283858.1	0	0	0	0	0	0	0	0
ENSG00000283863.1	0	0	0	0	0	0	0	0
ENSG00000283865.1	0	0	0	0	0	0	0	0
ENSG00000283867.1	0	1	0	0	1	0	0	0
ENSG00000283871.1	0	0	0	0	0	0	0	0
ENSG00000283873.2	0	0	0	0	0	0	0	0
ENSG00000283874.1	0	0	0	0	0	0	0	0
ENSG00000283876.1	2	0	0	0	0	0	1	0
ENSG00000283877.1	0	0	0	0	2	0	0	0
ENSG00000283879.1	0	0	0	0	0	0	0	0
ENSG00000283880.1	0	0	0	0	0	0	0	0
ENSG00000283881.1	0	0	0	0	0	0	0	0
ENSG00000283885.1	0	0	0	0	0	0	0	0
ENSG00000283888.1	0	0	0	0	0	0	0	0
ENSG00000283891.1	0	1	0	1	0	0	0	2
ENSG00000283894.1	0	0	0	0	0	0	0	0
ENSG00000283897.3	11	27	55	22	30	12	27	11
ENSG00000283899.1	0	0	0	0	0	0	0	0
ENSG00000283900.1	0	0	0	0	3	0	0	2
ENSG00000283904.1	0	0	0	0	0	0	0	0
ENSG00000283906.1	0	0	0	2	0	0	0	5
ENSG00000283913.2	24	37	6	113	131	124	105	158
ENSG00000283914.2	0	0	0	0	3	1	0	5
ENSG00000283920.1	0	0	0	0	0	0	0	0
ENSG00000283921.1	0	0	0	0	0	0	0	0
ENSG00000283923.1	0	0	0	0	0	0	0	0
ENSG00000283926.1	0	0	0	0	0	0	0	0
ENSG00000283927.1	0	0	0	0	0	0	0	0
ENSG00000283928.1	0	0	0	0	0	0	0	0
ENSG00000283929.1	0	0	0	0	0	0	0	0
ENSG00000283930.1	1	0	0	0	0	0	0	0
ENSG00000283931.1	0	0	0	0	0	0	0	0
